datetime,open,high,low,close,hlc3,ST_First_Period_Value,ST_First_Period_Direction,ST_Second_Period_Value,ST_Second_Period_Direction,EMA9,EMA21,RSI,SmoothedRSI
2024-09-25 11:45:00+05:30,25903.6,25903.6,25871.35,25880.25,25885.07,25927.53,-1.0,25954.23,-1.0,25915.72,25928.31,32.41,43.75
2024-09-25 12:00:00+05:30,25880.75,25898.8,25875.8,25880.15,25884.92,25926.8,-1.0,25953.13,-1.0,25909.56,25924.36,32.38,42.24
2024-09-25 12:15:00+05:30,25879.2,25890.95,25875.35,25888.1,25884.8,25921.04,-1.0,25946.29,-1.0,25904.61,25920.77,36.32,41.45
2024-09-25 12:30:00+05:30,25888.65,25896.2,25882.75,25883.9,25887.62,25921.04,-1.0,25946.29,-1.0,25901.21,25917.75,35.16,40.61
2024-09-25 12:45:00+05:30,25884.8,25899.45,25881.95,25892.8,25891.4,25921.04,-1.0,25946.29,-1.0,25899.25,25915.36,39.57,40.47
2024-09-25 13:00:00+05:30,25893.35,25899.95,25882.95,25884.6,25889.17,25921.04,-1.0,25946.29,-1.0,25897.23,25912.98,37.07,40.02
2024-09-25 13:15:00+05:30,25884.5,25919.95,25884.4,25915.3,25906.55,25921.04,-1.0,25946.29,-1.0,25899.1,25912.39,49.87,41.33
2024-09-25 13:30:00+05:30,25915.85,25916.5,25898.65,25907.7,25907.62,25921.04,-1.0,25946.29,-1.0,25900.8,25911.96,47.3,42.13
2024-09-25 13:45:00+05:30,25907.3,25929.3,25906.25,25920.95,25918.83,25921.04,-1.0,25946.29,-1.0,25904.41,25912.58,51.95,43.44
2024-09-25 14:00:00+05:30,25921.3,25950.45,25920.85,25945.45,25938.92,25899.63,1.0,25946.29,-1.0,25911.31,25914.98,59.12,45.53
2024-09-25 14:15:00+05:30,25946.0,25949.0,25926.15,25935.45,25936.87,25901.73,1.0,25946.29,-1.0,25916.42,25916.97,55.48,46.85
2024-09-25 14:30:00+05:30,25935.2,25949.65,25927.95,25937.8,25938.47,25903.28,1.0,25946.29,-1.0,25920.83,25918.92,56.16,48.09
2024-09-25 14:45:00+05:30,25937.6,25945.05,25923.0,25928.7,25932.25,25903.28,1.0,25946.29,-1.0,25923.11,25920.13,52.78,48.72
2024-09-25 15:00:00+05:30,25929.95,26028.95,25929.1,26017.55,25991.87,25932.24,1.0,25901.05,1.0,25936.87,25926.66,71.07,51.7
2024-09-25 15:15:00+05:30,26017.3,26032.8,26008.05,26013.5,26018.12,25974.61,1.0,25944.06,1.0,25953.12,25934.97,69.74,54.11
