datetime,open,high,low,close,hlc3,ST_First_Period_Value,ST_First_Period_Direction,ST_Second_Period_Value,ST_Second_Period_Direction,EMA9,EMA21,RSI,SmoothedRSI,PPO_HLC3_EMA9,PPO_EMA9_EMA21,PPO_RSI_EMARSI,ROC_HLC3,ROC_EMA9,ROC_EMA21,ROC_RSI,ROC_EMARSI
2024-09-18 09:45:00+05:30,25434.4,25443.1,25419.9,25431.75,25431.58,25397.73,1,25385.82,1,25420.05,25416.17,58.18,55.13,4.54,1.53,553.24,4.33,1.13,0.61,-173.96,85.99
2024-09-18 10:00:00+05:30,25430.85,25436.45,25408.7,25413.9,25419.68,25397.73,1,25385.82,1,25419.97,25416.49,49.72,54.41,-0.11,1.37,-861.97,-4.68,-0.03,0.13,-1454.11,-130.6
2024-09-18 10:15:00+05:30,25413.8,25426.65,25408.1,25424.2,25419.65,25397.73,1,25385.82,1,25419.91,25416.78,53.89,54.34,-0.1,1.23,-82.81,-0.01,-0.02,0.11,838.7,-12.87
2024-09-18 10:30:00+05:30,25424.0,25469.65,25417.15,25466.5,25451.1,25405.02,1,25385.82,1,25426.15,25419.9,66.26,55.93,9.81,2.46,1846.95,12.37,2.45,1.23,2295.42,292.6
2024-09-18 10:45:00+05:30,25467.45,25478.6,25449.1,25463.55,25463.75,25424.88,1,25398.9,1,25433.67,25423.89,64.95,57.13,11.83,3.85,1368.81,4.97,2.96,1.57,-197.71,214.55
2024-09-18 11:00:00+05:30,25464.2,25465.1,25447.95,25461.25,25458.1,25424.88,1,25398.9,1,25438.55,25427.0,63.89,58.03,7.69,4.54,1009.82,-2.22,1.92,1.22,-163.2,157.54
2024-09-18 11:15:00+05:30,25460.35,25468.45,25447.35,25457.1,25457.63,25424.88,1,25398.9,1,25442.37,25429.78,61.93,58.55,6.0,4.95,577.28,-0.18,1.5,1.09,-306.78,89.61
2024-09-18 11:30:00+05:30,25457.7,25470.95,25457.4,25462.1,25463.48,25428.76,1,25405.16,1,25446.59,25432.84,63.39,59.2,6.64,5.41,707.77,2.3,1.66,1.2,235.75,111.02
2024-09-18 11:45:00+05:30,25460.05,25472.5,25454.8,25463.0,25463.43,25429.13,1,25406.11,1,25449.96,25435.62,63.66,59.79,5.29,5.64,647.27,-0.02,1.32,1.09,42.59,99.66
2024-09-18 12:00:00+05:30,25463.5,25469.85,25452.7,25462.7,25461.75,25429.13,1,25406.11,1,25452.32,25438.0,63.49,60.29,3.7,5.63,530.77,-0.66,0.93,0.94,-26.7,83.63
2024-09-18 12:15:00+05:30,25461.55,25481.6,25459.45,25474.35,25471.8,25436.92,1,25414.52,1,25456.21,25441.07,67.12,61.2,6.12,5.95,967.32,3.95,1.53,1.21,571.74,150.94
2024-09-18 12:30:00+05:30,25475.0,25481.8,25468.7,25476.3,25475.6,25443.05,1,25421.58,1,25460.09,25444.21,67.7,62.06,6.09,6.24,908.8,1.49,1.52,1.23,86.41,140.52
2024-09-18 12:45:00+05:30,25475.6,25482.2,25427.05,25427.05,25445.43,25491.89,-1,25421.58,1,25457.16,25444.32,45.77,59.89,-4.61,5.05,-2357.66,-11.84,-1.15,0.04,-3239.29,-349.66
2024-09-18 13:00:00+05:30,25428.35,25438.0,25372.5,25374.4,25394.97,25448.62,-1,25477.53,-1,25444.72,25439.84,33.34,56.35,-19.55,1.92,-4083.41,-19.83,-4.89,-1.76,-2715.75,-591.08
2024-09-18 13:15:00+05:30,25374.15,25384.8,25360.25,25362.0,25369.02,25415.24,-1,25443.71,-1,25429.58,25433.4,31.19,53.0,-23.81,-1.5,-4115.09,-10.22,-5.95,-2.53,-644.87,-594.5
2024-09-18 13:30:00+05:30,25362.35,25365.0,25285.55,25331.4,25327.32,25375.64,-1,25409.22,-1,25409.13,25423.75,26.63,49.48,-32.2,-5.75,-4618.03,-16.44,-8.04,-3.79,-1462.01,-664.15
2024-09-18 13:45:00+05:30,25331.6,25385.25,25321.9,25361.75,25356.3,25375.64,-1,25409.22,-1,25398.56,25417.62,36.54,47.76,-16.64,-7.5,-2349.25,11.44,-4.16,-2.41,3721.37,-347.62
2024-09-18 14:00:00+05:30,25362.05,25362.95,25327.7,25343.05,25344.57,25375.64,-1,25409.22,-1,25387.76,25410.98,33.54,45.86,-17.01,-9.14,-2686.44,-4.63,-4.25,-2.61,-821.02,-397.82
2024-09-18 14:15:00+05:30,25343.3,25372.2,25329.0,25343.15,25348.12,25375.64,-1,25409.22,-1,25379.84,25405.27,33.57,44.22,-12.5,-10.01,-2408.41,1.4,-3.12,-2.25,8.94,-357.61
2024-09-18 14:30:00+05:30,25342.95,25361.25,25330.75,25336.4,25342.8,25375.64,-1,25409.22,-1,25372.43,25399.59,32.45,42.65,-11.68,-10.69,-2391.56,-2.1,-2.92,-2.24,-333.63,-355.04
2024-09-18 14:45:00+05:30,25335.25,25370.55,25335.25,25366.25,25357.35,25375.64,-1,25409.22,-1,25369.41,25395.75,41.69,42.52,-4.75,-10.37,-195.2,5.74,-1.19,-1.51,2847.46,-30.48
2024-09-18 15:00:00+05:30,25364.7,25409.1,25364.05,25382.35,25385.17,25330.77,1,25409.22,-1,25372.56,25394.79,45.98,42.98,4.97,-8.75,698.0,10.97,1.24,-0.38,1029.02,108.18
2024-09-18 15:15:00+05:30,25381.75,25392.7,25342.35,25343.45,25359.5,25330.77,1,25409.22,-1,25369.95,25391.58,38.59,42.4,-4.12,-8.52,-898.58,-10.11,-1.03,-1.26,-1607.22,-134.95
2024-09-19 09:15:00+05:30,25487.05,25587.1,25481.7,25565.75,25544.85,25445.84,1,25386.81,1,25404.93,25405.51,69.13,45.96,55.08,-0.23,5041.34,73.09,13.79,5.49,7913.97,839.62
2024-09-19 09:30:00+05:30,25564.55,25605.8,25553.95,25604.95,25588.23,25492.4,1,25434.08,1,25441.59,25422.12,71.79,49.41,57.64,7.66,4529.45,16.98,14.43,6.54,384.78,750.65
2024-09-19 09:45:00+05:30,25604.8,25611.95,25524.5,25525.3,25553.92,25492.4,1,25434.08,1,25464.06,25434.1,60.39,50.87,35.29,11.78,1871.44,-13.41,8.83,4.71,-1587.96,295.49
2024-09-19 10:00:00+05:30,25526.25,25552.25,25499.6,25513.05,25521.63,25492.4,1,25434.08,1,25475.57,25442.06,58.84,51.93,18.08,13.17,1330.64,-12.64,4.52,3.13,-256.67,208.37
2024-09-19 10:15:00+05:30,25513.0,25530.05,25503.8,25512.55,25515.47,25492.4,1,25434.08,1,25483.55,25448.73,58.78,52.85,12.53,13.68,1122.04,-2.41,3.13,2.62,-10.2,177.16
2024-09-19 10:30:00+05:30,25512.5,25529.7,25487.65,25497.75,25505.03,25492.4,1,25434.08,1,25487.85,25453.85,56.74,53.37,6.74,13.36,631.44,-4.09,1.69,2.01,-347.06,98.39
2024-09-19 10:45:00+05:30,25498.1,25530.2,25477.55,25511.85,25506.53,25492.4,1,25434.08,1,25491.58,25458.64,58.23,54.01,5.86,12.94,781.34,0.59,1.46,1.88,262.6,119.92
2024-09-19 11:00:00+05:30,25512.1,25520.4,25498.9,25505.8,25508.37,25492.4,1,25434.08,1,25494.94,25463.16,57.32,54.45,5.27,12.48,527.09,0.72,1.32,1.78,-156.28,81.47
2024-09-19 11:15:00+05:30,25506.0,25509.95,25435.05,25440.05,25461.68,25553.69,-1,25434.08,1,25488.29,25463.03,48.46,53.66,-10.44,9.92,-969.06,-18.3,-2.61,-0.05,-1545.71,-145.09
2024-09-19 11:30:00+05:30,25439.45,25458.45,25402.1,25423.7,25428.08,25511.8,-1,25566.15,-1,25476.25,25459.85,46.54,52.71,-18.91,6.44,-1170.56,-13.2,-4.72,-1.25,-396.2,-177.04
2024-09-19 11:45:00+05:30,25423.65,25445.65,25390.55,25392.85,25409.68,25499.74,-1,25554.16,-1,25462.93,25455.29,43.06,51.42,-20.91,3.0,-1625.83,-7.24,-5.23,-1.79,-747.74,-244.74
2024-09-19 12:00:00+05:30,25392.3,25464.95,25390.2,25442.6,25432.58,25499.74,-1,25554.16,-1,25456.86,25453.22,49.6,51.18,-9.54,1.43,-308.71,9.01,-2.38,-0.81,1518.81,-46.67
2024-09-19 12:15:00+05:30,25442.2,25460.55,25429.6,25432.2,25440.78,25499.74,-1,25554.16,-1,25453.65,25452.09,48.35,50.8,-5.06,0.61,-482.28,3.22,-1.26,-0.44,-252.02,-74.25
2024-09-19 12:30:00+05:30,25431.8,25467.5,25431.8,25458.25,25452.52,25499.74,-1,25554.16,-1,25453.42,25452.13,51.64,50.91,-0.35,0.51,143.39,4.61,-0.09,0.02,680.46,21.65
2024-09-19 12:45:00+05:30,25458.4,25467.65,25419.0,25423.05,25436.57,25499.74,-1,25554.16,-1,25450.05,25450.72,47.26,50.43,-5.3,-0.26,-628.59,-6.27,-1.32,-0.55,-848.18,-94.28
2024-09-19 13:00:00+05:30,25422.4,25433.85,25395.85,25395.85,25408.52,25490.4,-1,25540.77,-1,25441.74,25446.88,44.15,49.59,-13.06,-2.02,-1097.0,-11.03,-3.27,-1.51,-658.06,-166.57
2024-09-19 13:15:00+05:30,25396.35,25426.55,25386.15,25411.4,25408.03,25480.41,-1,25529.78,-1,25435.0,25443.35,46.32,49.15,-10.6,-3.28,-575.79,-0.19,-2.65,-1.39,491.51,-88.73
2024-09-19 13:30:00+05:30,25411.8,25419.7,25384.5,25404.55,25402.92,25474.03,-1,25521.98,-1,25428.59,25439.67,45.48,48.66,-10.09,-4.36,-653.51,-2.01,-2.52,-1.45,-181.35,-99.69
2024-09-19 13:45:00+05:30,25404.3,25411.7,25376.05,25403.05,25396.93,25463.96,-1,25510.68,-1,25422.25,25435.79,45.29,48.21,-9.96,-5.32,-605.68,-2.36,-2.49,-1.53,-41.78,-92.48
2024-09-19 14:00:00+05:30,25405.95,25416.35,25392.35,25403.1,25403.93,25463.96,-1,25510.68,-1,25418.59,25432.89,45.3,47.83,-5.77,-5.62,-528.96,2.76,-1.44,-1.14,2.21,-78.82
2024-09-19 14:15:00+05:30,25400.5,25417.15,25394.05,25413.95,25408.38,25463.96,-1,25510.68,-1,25416.55,25430.66,47.19,47.74,-3.21,-5.55,-115.21,1.75,-0.8,-0.88,417.22,-18.82
2024-09-19 14:30:00+05:30,25413.85,25424.25,25394.75,25404.8,25407.93,25463.96,-1,25510.68,-1,25414.82,25428.6,45.75,47.48,-2.71,-5.42,-364.36,-0.18,-0.68,-0.81,-305.15,-54.46
2024-09-19 14:45:00+05:30,25403.25,25421.5,25388.6,25418.1,25409.4,25463.96,-1,25505.6,-1,25413.74,25426.85,48.22,47.57,-1.71,-5.16,136.64,0.58,-0.42,-0.69,539.89,18.96
2024-09-19 15:00:00+05:30,25418.45,25427.55,25392.6,25426.25,25415.47,25463.96,-1,25505.6,-1,25414.09,25425.82,49.72,47.86,0.54,-4.61,388.63,2.39,0.14,-0.41,311.07,60.96
2024-09-19 15:15:00+05:30,25424.55,25453.7,25406.85,25445.0,25435.18,25463.96,-1,25505.6,-1,25418.3,25426.67,53.11,48.56,6.64,-3.29,936.99,7.76,1.66,0.33,681.82,146.26
2024-09-20 09:15:00+05:30,25525.95,25547.85,25453.3,25488.3,25496.48,25430.6,1,25505.6,-1,25433.94,25433.01,59.83,50.06,24.59,0.37,1951.66,24.1,6.15,2.49,1265.3,308.9
2024-09-20 09:30:00+05:30,25488.9,25501.3,25426.6,25459.8,25462.57,25430.6,1,25505.6,-1,25439.67,25435.7,54.31,50.63,9.0,1.56,726.84,-13.3,2.25,1.06,-922.61,113.86
2024-09-20 09:45:00+05:30,25459.9,25599.25,25452.8,25585.15,25545.73,25437.29,1,25378.13,1,25460.88,25445.7,68.2,52.97,33.33,5.97,2875.21,32.66,8.34,3.93,2557.54,462.18
2024-09-20 10:00:00+05:30,25586.7,25610.1,25551.0,25553.55,25571.55,25491.82,1,25432.67,1,25483.01,25457.14,63.0,54.31,34.74,10.16,1600.07,10.11,8.69,4.5,-762.46,252.97
2024-09-20 10:15:00+05:30,25554.25,25596.95,25541.65,25582.2,25573.6,25491.82,1,25432.67,1,25501.13,25467.73,65.56,55.81,28.42,13.11,1747.0,0.8,7.11,4.16,406.35,276.19
2024-09-20 10:30:00+05:30,25583.05,25686.9,25579.1,25677.65,25647.88,25537.5,1,25473.83,1,25530.48,25484.11,72.42,58.02,45.98,18.2,2481.9,29.05,11.51,6.43,1046.37,395.99
2024-09-20 10:45:00+05:30,25677.6,25692.7,25652.25,25669.05,25671.33,25580.45,1,25519.11,1,25558.65,25501.13,71.05,59.76,44.09,22.56,1889.22,9.14,11.03,6.68,-189.17,299.9
2024-09-20 11:00:00+05:30,25667.8,25716.65,25629.95,25702.25,25682.95,25580.45,1,25519.11,1,25583.51,25517.66,73.16,61.55,38.87,25.81,1886.27,4.53,9.73,6.48,296.97,299.53
2024-09-20 11:15:00+05:30,25702.2,25725.6,25685.75,25694.7,25702.02,25613.46,1,25551.98,1,25607.21,25534.42,71.88,62.93,37.02,28.51,1422.22,7.43,9.26,6.57,-174.96,224.21
2024-09-20 11:30:00+05:30,25694.75,25714.0,25666.2,25689.15,25689.78,25613.46,1,25551.98,1,25623.73,25548.54,70.89,63.99,25.78,29.43,1078.29,-4.76,6.45,5.53,-137.73,168.44
2024-09-20 11:45:00+05:30,25689.2,25724.85,25682.2,25700.55,25702.53,25615.98,1,25557.61,1,25639.49,25562.54,71.75,65.02,24.59,30.1,1035.07,4.96,6.15,5.48,121.31,160.96
2024-09-20 12:00:00+05:30,25700.55,25726.65,25697.2,25710.1,25711.32,25628.71,1,25573.24,1,25653.85,25576.07,72.48,66.02,22.4,30.41,978.49,3.42,5.6,5.29,101.74,153.8
2024-09-20 12:15:00+05:30,25710.4,25714.25,25693.45,25706.7,25704.8,25628.71,1,25573.83,1,25664.04,25587.77,71.77,66.78,15.88,29.81,747.23,-2.54,3.97,4.57,-97.96,115.12
2024-09-20 12:30:00+05:30,25706.45,25728.35,25687.8,25723.7,25713.28,25631.78,1,25580.92,1,25673.89,25599.18,73.19,67.64,15.34,29.18,820.52,3.3,3.84,4.46,197.85,128.78
2024-09-20 12:45:00+05:30,25723.05,25804.85,25717.15,25768.45,25763.48,25679.18,1,25624.64,1,25691.81,25614.12,76.53,68.82,27.9,30.33,1120.31,19.52,6.98,5.84,456.35,174.45
2024-09-20 13:00:00+05:30,25768.9,25794.0,25759.5,25786.05,25779.85,25697.94,1,25645.4,1,25709.42,25629.18,77.71,70.01,27.39,31.31,1099.84,6.35,6.85,5.88,154.19,172.91
2024-09-20 13:15:00+05:30,25784.75,25806.95,25775.65,25782.2,25788.27,25715.68,1,25665.26,1,25725.19,25643.65,76.8,70.91,24.52,31.8,830.63,3.27,6.13,5.65,-117.1,128.55
2024-09-20 13:30:00+05:30,25783.35,25786.3,25487.35,25551.85,25608.5,25749.73,-1,25825.0,-1,25701.85,25640.45,43.82,67.3,-36.32,23.95,-3488.86,-69.71,-9.07,-1.25,-4294.27,-509.1
2024-09-20 13:45:00+05:30,25548.5,25732.45,25545.0,25665.75,25647.73,25749.73,-1,25825.0,-1,25691.03,25641.11,54.28,65.57,-16.85,19.47,-1721.82,15.32,-4.21,0.26,2387.04,-257.06
2024-09-20 14:00:00+05:30,25662.35,25703.1,25620.35,25674.9,25666.12,25749.73,-1,25825.0,-1,25686.04,25643.39,55.0,64.16,-7.76,16.63,-1427.68,7.17,-1.94,0.89,132.65,-215.04
2024-09-20 14:15:00+05:30,25676.3,25724.9,25593.75,25647.95,25655.53,25749.73,-1,25825.0,-1,25679.94,25644.49,52.37,62.58,-9.51,13.82,-1631.51,-4.13,-2.37,0.43,-478.18,-246.26
2024-09-20 14:30:00+05:30,25650.35,25702.35,25640.5,25644.85,25662.57,25749.73,-1,25825.0,-1,25676.47,25646.13,52.06,61.18,-5.41,11.83,-1490.68,2.74,-1.35,0.64,-59.19,-223.71
2024-09-20 14:45:00+05:30,25646.3,25801.0,25646.2,25702.5,25716.57,25749.73,-1,25825.0,-1,25684.49,25652.54,57.12,60.64,12.49,12.45,-580.47,21.04,3.12,2.5,971.96,-88.26
2024-09-20 15:00:00+05:30,25703.95,25803.5,25703.75,25792.85,25766.7,25610.79,1,25825.0,-1,25700.93,25662.91,63.6,61.03,25.59,14.82,421.1,19.49,6.4,4.04,1134.45,64.31
2024-09-20 15:15:00+05:30,25793.65,25849.25,25783.0,25820.35,25817.53,25677.64,1,25825.0,-1,25724.25,25676.97,65.32,61.61,36.26,18.41,602.17,19.73,9.07,5.48,270.44,95.04
2024-09-23 09:15:00+05:30,25872.55,25910.35,25849.5,25892.0,25883.95,25741.78,1,25649.69,1,25756.19,25695.79,69.38,62.64,49.6,23.51,1075.99,25.73,12.42,7.33,621.56,167.18
2024-09-23 09:30:00+05:30,25892.75,25911.7,25879.9,25891.8,25894.47,25766.7,1,25680.64,1,25783.85,25713.85,69.36,63.54,42.9,27.22,915.96,4.06,10.74,7.03,-2.88,143.68
2024-09-23 09:45:00+05:30,25891.05,25925.8,25891.05,25904.15,25907.0,25787.03,1,25706.09,1,25808.48,25731.41,70.06,64.41,38.17,29.95,877.19,4.84,9.55,6.83,100.92,136.92
2024-09-23 10:00:00+05:30,25904.4,25916.7,25895.5,25897.05,25903.08,25793.66,1,25718.7,1,25827.4,25747.01,69.08,65.03,29.3,31.22,622.79,-1.51,7.33,6.06,-139.88,96.26
2024-09-23 10:15:00+05:30,25897.4,25901.65,25881.15,25891.85,25891.55,25793.66,1,25718.7,1,25840.23,25760.15,68.33,65.47,19.86,31.09,436.84,-4.45,4.97,5.1,-108.57,67.66
2024-09-23 10:30:00+05:30,25892.5,25893.4,25859.65,25874.45,25875.83,25793.66,1,25718.7,1,25847.35,25770.67,65.75,65.51,11.02,29.75,36.64,-6.07,2.76,4.08,-377.58,6.11
2024-09-23 10:45:00+05:30,25874.5,25891.55,25868.05,25884.55,25881.38,25793.66,1,25725.57,1,25854.15,25780.73,66.54,65.65,10.53,28.48,135.57,2.14,2.63,3.9,120.15,21.37
2024-09-23 11:00:00+05:30,25885.35,25892.65,25879.25,25881.45,25884.45,25800.65,1,25743.79,1,25860.21,25790.16,66.04,65.7,9.37,27.16,51.75,1.19,2.34,3.66,-75.14,7.62
2024-09-23 11:15:00+05:30,25882.1,25886.15,25866.25,25868.45,25873.62,25800.65,1,25743.79,1,25862.9,25797.75,63.86,65.45,4.14,25.25,-242.93,-4.18,1.04,2.94,-330.1,-38.05
2024-09-23 11:30:00+05:30,25868.7,25870.55,25854.2,25863.85,25862.87,25800.65,1,25743.79,1,25862.89,25803.67,63.06,65.13,-0.01,22.95,-317.83,-4.15,-0.0,2.29,-125.27,-48.89
2024-09-23 11:45:00+05:30,25863.7,25879.95,25847.35,25879.95,25869.08,25800.65,1,25744.16,1,25864.13,25809.62,64.72,65.08,1.91,21.12,-55.32,2.4,0.48,2.31,263.24,-7.68
2024-09-23 12:00:00+05:30,25878.5,25880.25,25866.65,25867.25,25871.38,25806.88,1,25762.51,1,25865.58,25815.23,62.35,64.71,2.24,19.5,-364.7,0.89,0.56,2.17,-366.19,-56.85
2024-09-23 12:15:00+05:30,25866.8,25875.15,25862.8,25866.8,25868.25,25807.21,1,25766.04,1,25866.11,25820.05,62.26,64.39,0.83,17.84,-330.8,-1.21,0.2,1.87,-14.43,-49.45
2024-09-23 12:30:00+05:30,25866.55,25875.1,25857.1,25870.8,25867.67,25807.81,1,25768.96,1,25866.42,25824.38,62.76,64.17,0.48,16.28,-219.73,-0.22,0.12,1.68,80.31,-34.17
2024-09-23 12:45:00+05:30,25870.7,25874.45,25861.6,25872.55,25869.53,25813.64,1,25777.38,1,25867.05,25828.48,62.99,64.01,0.96,14.93,-159.35,0.72,0.24,1.59,36.65,-24.93
2024-09-23 13:00:00+05:30,25873.1,25895.7,25871.15,25883.6,25883.48,25830.8,1,25795.71,1,25870.33,25833.48,64.48,64.08,5.08,14.26,62.42,5.39,1.27,1.94,236.55,10.94
2024-09-23 13:15:00+05:30,25884.1,25898.85,25880.1,25893.95,25890.97,25839.3,1,25805.84,1,25874.46,25838.71,65.86,64.31,6.38,13.84,241.02,2.89,1.6,2.02,214.02,35.89
2024-09-23 13:30:00+05:30,25893.05,25907.45,25893.05,25905.15,25901.88,25852.93,1,25821.38,1,25879.94,25844.45,67.35,64.72,8.48,13.73,406.37,4.21,2.12,2.22,226.24,63.75
2024-09-23 13:45:00+05:30,25905.05,25913.6,25902.2,25906.05,25907.28,25863.6,1,25834.07,1,25885.41,25850.16,67.47,65.09,8.45,13.64,365.65,2.08,2.11,2.21,17.82,57.17
