datetime,open,high,low,close,hlc3,ST_First_Period_Value,ST_First_Period_Direction,ST_Second_Period_Value,ST_Second_Period_Direction,EMA9,EMA21,RSI,SmoothedRSI
2024-09-20 12:15:00+05:30,25710.4,25714.25,25693.45,25706.7,25704.8,25628.71,1,25573.83,1,25664.04,25587.77,71.77,66.79
2024-09-20 12:30:00+05:30,25706.45,25728.35,25687.8,25723.7,25713.28,25631.78,1,25580.92,1,25673.89,25599.18,73.18,67.64
2024-09-20 12:45:00+05:30,25723.05,25804.85,25717.15,25768.45,25763.48,25679.18,1,25624.64,1,25691.81,25614.11,76.53,68.82
2024-09-20 13:00:00+05:30,25768.9,25794.0,25759.5,25786.05,25779.85,25697.94,1,25645.4,1,25709.42,25629.18,77.7,70.01
2024-09-20 13:15:00+05:30,25784.75,25806.95,25775.65,25782.2,25788.27,25715.68,1,25665.26,1,25725.19,25643.64,76.8,70.91
2024-09-20 13:30:00+05:30,25783.35,25786.3,25487.35,25551.85,25608.5,25749.73,-1,25825.0,-1,25701.85,25640.45,43.82,67.3
2024-09-20 13:45:00+05:30,25548.5,25732.45,25545.0,25665.75,25647.73,25749.73,-1,25825.0,-1,25691.03,25641.11,54.28,65.56
2024-09-20 14:00:00+05:30,25662.35,25703.1,25620.35,25674.9,25666.12,25749.73,-1,25825.0,-1,25686.04,25643.38,55.0,64.16
2024-09-20 14:15:00+05:30,25676.3,25724.9,25593.75,25647.95,25655.53,25749.73,-1,25825.0,-1,25679.94,25644.49,52.37,62.58
2024-09-20 14:30:00+05:30,25650.35,25702.35,25640.5,25644.85,25662.57,25749.73,-1,25825.0,-1,25676.47,25646.13,52.06,61.18
2024-09-20 14:45:00+05:30,25646.3,25801.0,25646.2,25702.5,25716.57,25749.73,-1,25825.0,-1,25684.49,25652.54,57.12,60.64
2024-09-20 15:00:00+05:30,25703.95,25803.5,25703.75,25792.85,25766.7,25610.79,1,25825.0,-1,25700.93,25662.91,63.6,61.03
2024-09-20 15:15:00+05:30,25793.65,25849.25,25783.0,25820.35,25817.53,25677.64,1,25825.0,-1,25724.25,25676.97,65.32,61.61
2024-09-23 09:15:00+05:30,25872.55,25910.35,25849.5,25892.0,25883.95,25741.78,1,25649.69,1,25756.19,25695.79,69.38,62.64
2024-09-23 09:30:00+05:30,25892.75,25911.7,25879.9,25891.8,25894.47,25766.7,1,25680.64,1,25783.85,25713.85,69.36,63.54
2024-09-23 09:45:00+05:30,25891.05,25925.8,25891.05,25904.15,25907.0,25787.03,1,25706.09,1,25808.48,25731.41,70.06,64.41
2024-09-23 10:00:00+05:30,25904.4,25916.7,25895.5,25897.05,25903.08,25793.66,1,25718.7,1,25827.4,25747.01,69.08,65.03
2024-09-23 10:15:00+05:30,25897.4,25901.65,25881.15,25891.85,25891.55,25793.66,1,25718.7,1,25840.23,25760.15,68.33,65.47
2024-09-23 10:30:00+05:30,25892.5,25893.4,25859.65,25874.45,25875.83,25793.66,1,25718.7,1,25847.35,25770.67,65.75,65.51
2024-09-23 10:45:00+05:30,25874.5,25891.55,25868.05,25884.55,25881.38,25793.66,1,25725.57,1,25854.15,25780.73,66.54,65.65
2024-09-23 11:00:00+05:30,25885.35,25892.65,25879.25,25881.45,25884.45,25800.65,1,25743.79,1,25860.21,25790.16,66.04,65.7
2024-09-23 11:15:00+05:30,25882.1,25886.15,25866.25,25868.45,25873.62,25800.65,1,25743.79,1,25862.9,25797.75,63.86,65.45
2024-09-23 11:30:00+05:30,25868.7,25870.55,25854.2,25863.85,25862.87,25800.65,1,25743.79,1,25862.89,25803.67,63.06,65.13
